This is the first Osage dictionary in the modern orthography =)
Each Osage word is written in the Osage alphabet and in a Latin transliteration
Can't see the Osage on your device? Download a font: https://www.google.com/get/noto/#sans-osge
This was not possible without the help of many volunteers
Thanks to Jakub, Wojtek, Filippos, Jonás, Victor, Aaron, Tahsin, Hubert, Christopher, Santiago, Max, and Batyah
Special thanks to Craig, Mark, Michele, and Aino!
I hope that this project will help people learn Osage so that the language can be passed onto future generations
-Harris

a, an	𐓷𐓣͘, 𐓷𐓣͘𐓸𐓲𐓟	wį, wįxce
enjoyment: feel ~	𐓤𐓣𐓵𐓘𐓧𐓣͘, 𐓤𐓣𐓺𐓪	kiðálį, kízo
enlarge	𐓰𐓘͘	htą́ą
enormous	𐓧𐓘͘𐓵𐓟 𐓷𐓘𐓧𐓣͘	lą́ąðe wálį
enough	𐓟𐓩𐓘, 𐓤𐓘𐓤𐓪͘𐓩𐓘͘, 𐓤𐓘𐓯𐓪͘	eená, kaakǫ́ną, kaašǫ́
enough: get or have ~ of	𐓣𐓜𐓘͘	íibrą
enough: have more than ~	𐓣𐓜𐓘͘𐓸𐓲𐓣͘	íibrąxcį
enough: it's ~	𐓤𐓘𐓯𐓪͘𐓤𐓘	kaašǫ́ka
enough: make ~	𐓤𐓘𐓯𐓪͘ 𐓤𐓘𐓹𐓟	kaašǫ́ káaɣe
enrage someone	𐓷𐓘𐓻𐓣͘ 𐓬𐓣𐓻𐓣 𐓤𐓘𐓹𐓟	wažį́ hpíiži káaɣe
enraged	𐓷𐓘𐓻𐓣͘ 𐓬𐓣𐓻𐓣	wažį́ hpíiži
enter, enter formally (e.g., a peyote meeting)	𐓪𐓬𐓟	ohpé
entire	𐓜𐓪𐓤𐓘	bróka
entrails	𐓪𐓰𐓘𐓬𐓘, 𐓯𐓶𐓬𐓟	otáhpa, šúpe
envious (e.g., of another's position)	𐓪́𐓸𐓣͘	óxįį
envy	𐓪́𐓸𐓣͘	óxįį
epistemic marker (see evidential marker)		
equal: make ~ to	𐓣𐓤𐓪͘𐓮𐓤𐓘𐓤𐓣𐓵𐓟	íkǫskahkíðe
equal in appearance to	𐓣𐓤𐓪͘𐓮𐓤𐓘	íkǫska
equipment: piece of ~	𐓷𐓟𐓤𐓣𐓤'𐓪͘	wéhkikˀǫ
erase by rubbing or wiping	𐓬𐓶𐓤𐓸𐓘	púkxa
errand	𐓪𐓷𐓪͘, 𐓷𐓘𐓨𐓘͘𐓵𐓣͘	ówǫ, wamą́ðį
errand: go on a ~	𐓪𐓤𐓘𐓯𐓘͘	okášą
error: commit an ~ (e.g., dropping something at a dance, causing a commotion)	𐓣𐓧𐓘𐓩𐓘͘	ílaną
espionage: conduct ~	𐓩𐓘͘𐓧𐓪͘𐓡𐓘 𐓘𐓰𐓪͘𐓬𐓟	nąlǫ́ǫha átǫpe
estranged: be ~	𐓤𐓣𐓵𐓘𐓡𐓘𐓬𐓘	kíðahapa
even	𐓯𐓤𐓣	ški
even (level)	𐓮𐓰𐓘𐓤𐓪	stáko
even only	𐓩𐓘͘𐓯𐓤𐓣	ną́ški
even so	𐓪𐓵𐓘͘𐓻𐓣	óðąži
even though	𐓯𐓤𐓣	ški
evening	𐓨𐓣͘𐓡𐓣𐓵𐓟	mį́įhiðe
evening, in the evening time	𐓬𐓘𐓺𐓟	hpáze
evening: last or yesterday ~	𐓬𐓘𐓺𐓟𐓲𐓟	hpázece
evening meal	𐓬𐓘𐓺𐓟 𐓷𐓘𐓩𐓪͘𐓜𐓟	hpáze wanǫ́bre
event: have or hold an ~	𐓪𐓤'𐓘͘	ókˀą
every day	𐓡𐓘͘𐓬𐓘 𐓤𐓟 𐓺𐓘𐓩𐓣, 𐓡𐓘͘𐓬𐓘 𐓪𐓤𐓣𐓟𐓲𐓟, 𐓡𐓘͘𐓬𐓘 𐓺𐓘𐓩𐓣	hą́ąpa ke záani, hą́ąpa ohkíeche, hą́ąpa záani
every one	𐓺𐓘𐓩𐓣	záani
every time	𐓡𐓘𐓲𐓣, 𐓪𐓤𐓣𐓟𐓰𐓺𐓘͘𐓰𐓸𐓘͘	háachi, ohkíetzątxą
everybody, everyone	𐓡𐓪𐓷𐓘𐓵𐓟𐓯𐓤𐓣, 𐓡𐓶𐓤𐓪͘𐓵𐓘, 𐓬𐓟𐓯𐓤𐓣, 𐓺𐓘𐓩𐓣	howaðéeški, huukǫ́ða, péeški, záani
everything	𐓡𐓪𐓷𐓘𐓲𐓟𐓯𐓤𐓣, 𐓰𐓘́𐓘𐓰𐓘͘ 𐓡𐓪𐓷𐓘𐓲𐓟𐓯𐓤𐓣,𐓰𐓘𐓰𐓘͘ 𐓺𐓘𐓩𐓣	howachéeški, táatą howachéeški,táatą záani
everything else	𐓰𐓘́𐓘𐓰𐓘͘ 𐓟𐓻𐓣𐓯𐓤𐓣	táatą éžiški
everywhere	𐓡𐓘𐓯𐓤𐓣	háaški
evidential marker	𐓲𐓟	che
evil (adjective)	𐓡𐓪͘𐓻𐓣, 𐓬𐓣𐓻𐓣	hǫ́ǫži, hpíiži
evil, evil things	𐓣𐓺𐓣𐓺𐓣𐓤𐓟, 𐓰𐓘𐓰𐓘͘ 𐓡𐓪͘𐓻𐓣͘	ízizike, táatą hǫ́ǫžį
exactly	𐓸𐓲𐓣	xci
examine	𐓘𐓤𐓘𐓺𐓪, 𐓘𐓤𐓪͘𐓺𐓟	ákazo, ákǫze
examine an issue	𐓷𐓘𐓤𐓘𐓺𐓪	wákazo
excel, be excellent	𐓘𐓧𐓣͘𐓡𐓘	álįįha
excessive	𐓪𐓲𐓣, 𐓪𐓲𐓣𐓲𐓘𐓲𐓘	ochí, ochíchacha
exchange (noun)	𐓣𐓩𐓤𐓣𐓤𐓘𐓷𐓣͘	ínkihkawį
exchange one item for another	𐓣𐓤𐓣𐓤𐓘𐓷𐓣͘ 𐓤𐓘𐓹𐓟	íhkihkawį káaɣe
excited: be ~	𐓡𐓪𐓯𐓟𐓲𐓣𐓟 [LF]	hóšechie [LF]
excrement	𐓣͘𐓧𐓟	įlé
excrete	𐓻𐓟	žé
excursion, go on an excursion	𐓪𐓬́𐓘𐓷𐓣͘𐓹𐓟	oṕawįɣe
exhausted (tired)	𐓤𐓘𐓮𐓤𐓣𐓤𐓟	kaaskíke
exhibition	𐓪𐓷𐓘𐓰𐓫	ówatoį
exhibition hall	𐓪𐓷𐓘𐓰𐓪͘𐓣͘𐓲𐓣	ówatǫįhci
exist	𐓟𐓲𐓣, 𐓟𐓲𐓣𐓤𐓟 (𐓮𐓲𐓘𐓰𐓰𐓟r𐓟d), 𐓩𐓣𐓤𐓘𐓯𐓣𐓤𐓘	ecí, ecíke (scattered), níhkašika
exist: not ~	𐓵𐓣͘𐓤𐓟	ðįké
exist as	𐓵𐓣͘	ðį́
exist in large quantity	𐓪𐓲𐓣	ochí
exoskeleton	𐓡𐓘 𐓯𐓪𐓤́𐓘	háa šooḱa
expel gas from the body	𐓸𐓬𐓣	xpi
experience pain	𐓩𐓣𐓟	níe
expert: be ~ in	𐓬𐓣𐓪͘	hpíǫ
explode (e.g	, 𐓘 b𐓘𐓧𐓧𐓪𐓩) 𐓤𐓘𐓬𐓸𐓪𐓤𐓟	, a balloon) kaapxóhke
extinct: be ~	𐓵𐓣͘𐓤́𐓟	ðįḱe
extinguish	𐓵𐓶𐓰𐓘𐓻𐓣	ðuutáaži
extinguish: become ~	𐓰𐓘𐓻𐓣	táaži
extremely	𐓷𐓘𐓧𐓣͘	wálį
eye (noun)	𐓣͘𐓯𐓰𐓘	įįštá
eyebrows	𐓣͘𐓯𐓰𐓘𐓡𐓣͘	įįštáhįį
eyeglasses	𐓨𐓘͘𐓺𐓟 𐓣͘𐓯𐓰𐓪𐓧𐓘͘	mą́ze įįštólą
eyelid	𐓣͘𐓯𐓰𐓘𐓡𐓘	įįštáhaa
eyes: light ~	(𐓮𐓟 d𐓣𐓮𐓲𐓶𐓮𐓣𐓪𐓩 𐓶𐓩d𐓟r 𐓣͘𐓯𐓰𐓘𐓸𐓣͘)	(see discusion under įįštáxį)
exult	𐓷𐓘𐓤'𐓘͘	wakˀą́
fable (Osage children's story in which animals are the main characters)	𐓡𐓣𐓤𐓪	híko
fabric	𐓡𐓘, 𐓡𐓘𐓮𐓤𐓘	háa, haaská
face (noun)	𐓣͘𐓲𐓟~	įcé~
face a certain direction	𐓪𐓤𐓘𐓧𐓟	okále
faces: make ~	𐓣͘𐓲𐓟 𐓵𐓶𐓬𐓣𐓻𐓣	įcé ðuuhpíiži
faded	𐓸𐓪𐓲𐓟, 𐓸𐓬𐓟𐓤𐓘	xóce, xpéka
fail	𐓵𐓣𐓤𐓯𐓣͘𐓲𐓟	ðikšį́ce
fail at doing s.t	𐓪𐓧𐓘͘𐓻𐓣	oolą́ąži
failing to show respect to people or property	𐓷𐓘𐓤𐓘𐓲'𐓘𐓣𐓻𐓣	wakaacˀáiži
Fairfax group of Osages	𐓡𐓘𐓬𐓮𐓶 𐓪𐓧𐓣͘	hapsú olį́į
fairy	𐓨𐓣𐓘𐓧𐓪͘𐓯𐓤𐓘	míalǫška
fall, fall down	𐓸𐓣𐓵𐓘	xíða
fall (autumn), in the fall	𐓰𐓘͘𐓰𐓘	htąątá
fall from a height	𐓪𐓸𐓬𐓘𐓵𐓟	oxpáðe
fall into	𐓪𐓤𐓣́𐓪͘𐓵𐓟	ohkíǫðe
fall short	𐓪𐓧𐓘͘𐓻𐓣	oolą́ąži
falling snow	𐓬𐓘 𐓡𐓶𐓵𐓟	pá húðe
false gossip: malicious ~	𐓣𐓟 𐓪𐓤𐓘𐓹𐓠𐓤𐓟	íe okaaɣéįke
falsehood (noun)	𐓣𐓸𐓪𐓬𐓟	íxope
family	𐓲𐓣𐓧𐓟	hcíle
famished: be ~	𐓩𐓪͘𐓬𐓟𐓡𐓣𐓲'𐓟	nǫhpéhicˀe
fan (noun), fanning	𐓤𐓣𐓤𐓘͘	kíhką
fan (verb)	𐓤𐓘𐓤𐓘͘	kahką́
fan: electric ~	𐓰𐓘𐓲𐓟𐓸𐓪𐓷𐓟	htaacéxowe
fan made of feathers	𐓨𐓘͘𐓯𐓘͘	mą́šą
fan made of tail feathers	𐓣𐓤𐓶𐓘𐓲𐓣	íhkuáci
fan off s.o	𐓤𐓘𐓤𐓘͘	kahką́
fan off, as at a peyote meeting	𐓤𐓣𐓤𐓘͘	kíhką
far, far way, from afar	𐓷𐓟𐓡𐓣𐓲𐓟	wéhice
far: how ~	𐓡𐓘𐓰𐓸𐓘͘	háatxą
far back in time: from ~	𐓤𐓪𐓲𐓣	kóoci
farewell (to a dead person)	𐓤𐓘𐓯𐓪͘𐓟𐓵𐓟	kaašǫ́eðe
farm (noun)	𐓨𐓘͘𐓻𐓘͘	mą́žą
farm (verb)	𐓷𐓘𐓵𐓣𐓰𐓘͘	waðíhtą
fart (noun)	𐓸𐓬𐓣	xpi
fart (verb)	𐓵𐓣𐓬𐓣𐓹𐓘͘, 𐓸𐓬𐓣	ðiipíɣą, xpi
fart: make a loud ~, fart loudly	𐓵𐓣𐓜𐓣͘𐓹𐓘	ðibrį́ɣa
fart (with a small noise, by letting the air out slowly)	𐓵𐓣𐓻𐓣𐓲𐓟	ðižíce
farther, farther away, to/from farther, farther back in time or space, farther forward	𐓤𐓪𐓰𐓘𐓡𐓘	kootáha
farther one: the ~, in space or time	𐓤𐓪𐓰𐓘	kóota
farther over there	𐓤𐓪𐓰𐓘	kootá
fast (adjective, adverb)	𐓪𐓡𐓟𐓮𐓘𐓻𐓣	óhesaži
fast: go ~	𐓸𐓣͘𐓩𐓘	xį́na
fast: walk or move ~	𐓰𐓘͘𐓵𐓣͘	htą́ąðį
fast (not eat)	𐓷𐓘𐓩𐓪͘𐓜𐓘𐓻𐓣	wanǫ́braži
fast in movement	𐓤'𐓘͘𐓮𐓘𐓤𐓣	kˀą́saaki
fasten	𐓘𐓵𐓣𐓨𐓘͘, 𐓪𐓵𐓣𐓩𐓘͘	aðímą, oðíiną
faster: make s.t	g𐓪 ~ 𐓸𐓣͘𐓩𐓘 𐓤𐓘𐓹𐓟	go ~ xįna káaɣe
fat	𐓡𐓣͘𐓯𐓟, 𐓧𐓘͘𐓵𐓟, 𐓯𐓣͘, 𐓯𐓣́͘𐓰𐓘͘𐓤𐓘͘	hį́še, lą́ąðe, šį́, šį́htąką
fat: be ~	𐓷𐓘𐓯𐓣́͘~	wašį́~
fat: pork ~	𐓤𐓪𐓤𐓪𐓮𐓘 𐓷𐓟𐓧𐓣, 𐓷𐓟𐓧𐓣	hkohkósa wéli, wéli
fat meat	𐓷𐓘𐓯𐓣͘	wašį́
father		
my father	𐓣͘𐓰𐓘𐓲𐓣	įhtáci
your father	𐓵𐓣𐓵𐓘𐓲𐓟	ðiðáce
his/her father	𐓣𐓵𐓘𐓲𐓟	iðáce
father-in-law		
my father-in-law	𐓷𐓣𐓲𐓣𐓤𐓪	wihcíko
your father-in-law	𐓵𐓣𐓲𐓣𐓤𐓪	ðihcíko
his/her father-in-law	𐓣𐓲𐓣𐓤𐓪	ihcíko
wife's father/ my wife's father	𐓲'𐓘𐓤𐓟	cˀáke
featherless	𐓣𐓵𐓘𐓲𐓟 𐓣͘𐓤𐓟-	iðace įké-
fatigued	𐓪𐓻𐓟𐓵𐓟	óžeðe
favor: ask a ~	𐓷𐓘𐓯𐓣	waší
fawn (deer)	𐓰𐓘	htáa
fear (verb)	𐓩𐓪͘𐓬𐓟	nǫ́ǫhpe
fear: instill ~ in	𐓵𐓶𐓮𐓘𐓤𐓣	ðusáaki
fearfull: feel ~	𐓪𐓩𐓣͘𐓻𐓣͘	onį́žį
Fearful One (personal name)	𐓩𐓪͘𐓬𐓟𐓷𐓘𐓵𐓟 (𐓮𐓬𐓟𐓲𐓣f𐓣𐓲𐓘𐓧𐓧y, v𐓘r𐓣𐓘𐓩𐓰 fr𐓪𐓨 𐓩𐓪͘𐓬𐓟𐓷𐓘𐓧𐓣)	nǫ́ǫhpewaðe (specifically, variant from nǫ́ǫhpewali)
fearful thing	𐓩𐓪͘𐓬𐓟𐓷𐓘𐓵𐓟	nǫ́ǫhpewaðe
fearless	𐓩𐓪͘𐓬𐓘𐓻𐓣, 𐓷𐓘𐓯𐓪𐓯𐓟	nǫ́ǫhpaži, wašóše
feast (noun)	𐓤𐓣𐓤𐓸𐓪	kíkxo
feast: put on or prepare a ~	𐓤𐓣𐓤𐓸𐓪, 𐓪𐓤𐓣𐓡𐓘͘	kíkxo, óohkihą
feather: turkey ~	𐓮𐓶𐓤𐓘𐓰𐓘͘ 𐓨𐓪͘𐓯𐓪͘	súhkahtąą mǫ́šǫ
feathers: drop or brow ~	𐓬𐓶𐓤𐓘𐓯𐓤𐓟, 𐓷𐓘𐓬𐓶𐓯𐓤𐓟	púkaške, wapúške
February	𐓡𐓪͘𐓬𐓘 𐓮𐓲𐓟, 𐓨𐓣͘𐓪𐓤𐓘͘𐓲𐓟, 𐓨𐓣͘𐓣𐓪͘'𐓚𐓤𐓟, 𐓨𐓣͘𐓣𐓪𐓬𐓘 𐓷𐓟𐓵𐓪͘𐓪𐓬𐓘	hǫ́ǫpa scée, mį́įohką́ce, mį́iǫˀaįke, mį́iopa weðǫ́opa
feathers, fan made of-	𐓨𐓘͘𐓯𐓘͘	mą́šą
feathers of certain kinds of birds (such as eagle, hawk, and macaw)	𐓨𐓘͘𐓯𐓘͘	mą́šą
feces	𐓣͘𐓧𐓟	įlé
feed (verb)	́𐓤'𐓶, 𐓷𐓘𐓤ˀ𐓶	́kˀu, wakˀú
feel ashamed	𐓣𐓯𐓲𐓟𐓷𐓘𐓣	iišcéwai
feel cranky	𐓤𐓣𐓻𐓣͘	hkížį
feel fearful	𐓪𐓩𐓣͘𐓻𐓣͘	onį́žį
feel good	𐓤𐓣𐓵𐓘𐓧𐓣͘	kiðálį
feel good about	𐓣𐓰𐓘͘	íhtąą
feel good or well	𐓵𐓘𐓧𐓣͘	ðáalį
feel oneself to be a certain way	𐓘𐓤𐓣𐓻𐓣	áhkiži
feel someone or something	𐓵𐓣𐓰𐓘͘	ðiihtą́
feel sorry for	𐓘𐓲𐓟𐓸𐓲𐓣͘, 𐓵𐓘𐓤'𐓟𐓵𐓟	áacexcį, ðakˀéðe
feel sorry for one's own or someone close	𐓵𐓘𐓤'𐓟𐓤𐓣𐓵𐓟	ðakˀékiðe
feel sorry for oneself	𐓵𐓘𐓤𐓵𐓟𐓤𐓣𐓵𐓟	ðakðéhkiðe
feeling: get a - about something (without full knowledge of it)	𐓪𐓬𐓟𐓩𐓣	opéni
feign	𐓤𐓪͘𐓺𐓟 [JOÐ, LFÐ]	kǫzé [JOÐ, LFÐ]
female	𐓨𐓣͘𐓣, 𐓨𐓣͘𐓣𐓤𐓘	mį́i, mį́ika
female (used in personal names for females)	𐓷𐓣͘	wį
female dog	𐓯𐓪͘𐓨𐓣͘𐓣𐓤𐓘	šǫmį́ika
females: without - (said of a family with all daughters and no sons)	𐓨𐓣͘𐓣𐓤𐓘𐓵𐓣͘𐓤𐓟	mį́ikáðįke
fence	𐓘𐓬𐓘𐓰𐓘	ápahta
fence: wire or metal -	𐓨𐓘͘𐓺𐓟 𐓘𐓬𐓘𐓰𐓘	mą́ze ápahta
fetch	𐓘𐓤𐓶	akú
fetid odor: have a -	𐓹𐓫	ɣoį́
fever: sick from or running a little -, feverish	𐓘𐓲𐓣	áachi
few, a few	𐓲̌𐓪𐓬𐓘	čóopa
few: a (e.g., people)	𐓡𐓶𐓻𐓣͘	huužį
fib (noun)	𐓣𐓸𐓪𐓬𐓟	íxope
fiddle with something	𐓵𐓣𐓡𐓣𐓲𐓟	ðiihíce
field	𐓪𐓷𐓟	owe
field: wheat	𐓷𐓘𐓬𐓪𐓯𐓤𐓟 𐓪𐓷𐓟	wapóške ówe
fierce, fiercely	𐓪𐓡𐓟𐓮𐓘𐓻𐓣	óhesaži
fifteen, fifteenth	𐓧𐓟𐓜𐓘͘ 𐓘𐓧𐓣͘ 𐓮𐓘𐓰𐓘͘	lébrą álįį sáhtą
fifth	𐓷𐓟𐓮𐓘𐓰𐓘͘	wesáhtą
fifty, fiftieth	𐓧𐓟𐓜𐓘͘ 𐓮𐓘𐓰𐓘͘	lébrą sáhtą
fight (noun)	𐓰𐓘𐓤𐓟	taaké
fight (verb), fight against or with	𐓰𐓘𐓤𐓟	taaké
fight (verbal)	𐓰𐓘𐓤𐓟 𐓣𐓟	taaké ie
fighting	𐓰𐓘𐓤𐓟	taaké
fill: have one's - of	𐓣𐓜𐓘͘	íibrą
filled: be - (sated)	𐓷𐓟𐓩𐓘͘𐓲𐓟	wéenące
filled: be -	𐓪𐓤𐓶𐓬𐓶	okúhpu
film (noun)	𐓪𐓷𐓘𐓰𐓫	ówatoį
final	𐓪𐓵𐓪𐓡𐓘𐓤𐓟	oðóhake
final: be -	𐓟𐓲𐓣 𐓲𐓟	ecí che
final event in life: the - (exclamation)	𐓤𐓘𐓯𐓪͘𐓟𐓵𐓟	kaašǫ́eðe
final part of something	𐓤𐓘𐓤𐓪͘𐓩𐓘͘	kaakǫ́ną
final point	𐓤𐓘𐓯𐓵̨	kaašð̨
find (verb)	𐓣𐓵𐓟, 𐓣𐓤𐓣𐓵𐓟	íiðe, íikiðe
find bothersome	𐓘𐓧𐓘𐓤𐓟	áalake
find for oneself; find one's own	𐓣𐓤𐓣𐓵𐓟	iihkíðe
find out (transitive) (e.g., about someone's activities)	𐓵𐓶𐓬𐓸𐓘𐓵𐓟	ðuupxáðe
find out about (without getting full knowledge of)	𐓪𐓬𐓟𐓩𐓣	opéni
find out things	𐓷𐓘𐓪𐓬𐓸𐓘	wáopxa
fine (noun)	𐓣𐓧𐓘𐓩𐓘͘𐓷𐓘𐓤𐓣𐓮𐓶𐓬𐓟	ílanąwakísupe
fine (e.g., fine rain)	𐓸𐓪𐓰𐓘͘	xohtą
fine (of high quality)	𐓵𐓘𐓧𐓣͘	ðáalį
finely	𐓵𐓘𐓧𐓣͘	ðáalį
finger	𐓬𐓘𐓺𐓪, 𐓯𐓘𐓤𐓟	pázo, šáake
finger: index -	𐓪𐓬𐓘𐓺𐓪, 𐓷𐓟𐓘𐓬𐓘𐓺𐓪	opázo, wéapazo
finish, be finished	𐓵𐓣𐓯𐓰𐓘͘	ðiištą́
finish eating	𐓵𐓘𐓯𐓰𐓘͘	ðaaštą́
finished, the thing is finished	𐓤𐓘𐓯𐓟𐓩𐓘͘	kaašéną
fire (e.g., a cooking fire, meeting fire, or cooking-stove fire)	𐓬𐓟𐓲𐓟	hpéece
fire: build a -	𐓪𐓲𐓟𐓵𐓟	océðe
fire: build a - on	𐓘𐓲𐓟𐓵𐓟	áceðe
fire: set - on	𐓪𐓮𐓘𐓣	osái
fire a gun	𐓤𐓶𐓲𐓟	hkúce
fire-drill stick	𐓡𐓣͘𐓣𐓲𐓟𐓲𐓟'𐓪𐓡𐓶	hį́iceceˀohu
fire-making wood (a piece of wood used in making fire)	𐓻𐓘͘𐓬𐓟𐓲𐓟	žą́ąhpeece
fireman (a position in Native American Church meetings)	𐓬𐓟𐓲𐓟 𐓣𐓰𐓘	hpéece íhta
fireplace: build a	𐓪𐓲𐓟𐓵𐓟	océðe
fireplace (in a home or ceremonial)	𐓪𐓲𐓟𐓲𐓣	océhci
fireplace or fire (of any kind, to cook or to warm oneself)	𐓪𐓲𐓟𐓵𐓟	océðe
Fire-walker (personal name and family name)	𐓬𐓟𐓲𐓟 𐓨𐓘͘𐓵𐓣́͘	hpéece mąðį́
firewater (whiskey or any strong alcoholic drink)	𐓬𐓟𐓲𐓟𐓩𐓣	hpéecenii
firewood	𐓬𐓟𐓲𐓟 𐓻𐓘͘𐓘	hpéece žą́a
firm	𐓮𐓘𐓤𐓣	saakí
first	𐓬𐓘𐓡𐓘͘𐓧𐓟	hpahą́le
first: place something or someone ~	𐓬𐓘𐓡𐓘͘𐓧𐓟 𐓨𐓘͘'𐓣́͘	hpahą́le mąˀį́
first son in hcížo clan	𐓷𐓘𐓲𐓟𐓰𐓘͘	wahcéehtą
First Striker (personal name)	𐓬𐓘𐓡𐓘͘𐓧𐓟 𐓘𐓤𐓘𐓧𐓟𐓤𐓟	hpahą́le ákaaleke
fish	𐓡𐓪	hó
fishhook	𐓣𐓤𐓪͘𐓟	íhkǫe
fishing	𐓡𐓪𐓧𐓘͘	hóolą
fishing cork	𐓷𐓣𐓪𐓵𐓘𐓮𐓬𐓟	wíoðaaspe
fishing line	𐓡𐓪𐓣𐓺𐓟	hóize
fishing pole	𐓡𐓪𐓣𐓺𐓟 𐓻𐓘͘𐓘𐓸𐓟	hóize žą́axe
fist	𐓩𐓪͘𐓬𐓟, 𐓩𐓪͘𐓬𐓟 𐓘𐓮𐓤𐓣	nǫǫpé, nǫǫpé aski
fist: make a ~	𐓵𐓣𐓮𐓤𐓣𐓤𐓟, 𐓯𐓘𐓤𐓟𐓵𐓣𐓮𐓤𐓣𐓤𐓟	ðiiskíke, šáakeðíiskike
fit (verb)	𐓣𐓰𐓘	íhta
fitting in the available space: not -	𐓷𐓣𐓪𐓤𐓘𐓵𐓣͘	wíohkaðį
five	𐓮𐓘𐓰𐓘͘	sáhtą
five cents	𐓷𐓘𐓵𐓘𐓷𐓘 𐓮𐓘𐓰𐓘͘	waðáawa sáhtą
five-spot (in a deck of cards)	𐓮𐓘𐓰𐓘͘ 𐓘𐓻𐓣 [LFÐ]	sáhtą aži [LFÐ]
fix (e.g., repair a torn place in a dress)	𐓤𐓣𐓤𐓘𐓹𐓟	kikáaɣe
fix (prepare)	𐓤𐓘𐓹𐓟	káaɣe
fix (prepare or repair) for someone	𐓤𐓯𐓣𐓹𐓟	kšíɣe
fix (remedy)	𐓵𐓶𐓵𐓘𐓧𐓣͘	ðuðáalį
fix one's own, fix up something of one's own	𐓧𐓶𐓵𐓘𐓧𐓣͘	lúðaalį
flag	𐓡𐓘𐓷𐓘𐓧𐓟𐓧𐓟	haawálele
flag, U.S. flag	𐓷𐓘𐓧𐓟𐓧𐓟	waléle
flashlight	𐓵𐓶𐓬𐓟𐓲𐓟	ðuuhpéece
flask for gun powder	𐓩𐓣𐓸𐓪𐓲𐓟 𐓷𐓟𐓪𐓻𐓶	níixoce weoožu
flat	𐓜𐓘𐓮𐓤𐓘, 𐓜𐓘𐓤'𐓘, 𐓜𐓶𐓮𐓤𐓘	bráaska, brákˀa, brúuska
flat, flattened (said of a soft object)	𐓰𐓪𐓻𐓟	tóže
flatten	𐓵𐓣𐓜𐓶𐓮𐓤𐓘	ðibrúuska
flatten by cutting	𐓬𐓘𐓜𐓘𐓤'𐓘	pábrakˀa
flatten by shooting	𐓬𐓪𐓜𐓘𐓮𐓤𐓘	póbraska
flatten by striking	𐓤𐓘𐓯𐓰𐓘	kaaštá
flatten with the feet	𐓩𐓘͘𐓮𐓰𐓘	nąąstá
flatulence	𐓸𐓬𐓣	xpi
flea	𐓷𐓣𐓮𐓣𐓮𐓣	wísisi
flee	𐓤𐓪𐓬𐓯𐓟	hkóopše
fleet (as a runner)	𐓤'𐓘͘𐓮𐓘𐓤𐓣	kˀą́saaki
flint	𐓤𐓘𐓧𐓣͘𐓻𐓟	kaalį́įže
flirt with	𐓵𐓣𐓧𐓘͘	ðílą
flirt with a woman	𐓷𐓘𐓤'𐓪𐓵𐓣𐓧𐓘͘	wakˀóðílą
flooded (e.g., a creek)	𐓪𐓤𐓶𐓬𐓶	okúhpu
flooding water	𐓩𐓣𐓰𐓘	níita
floor	𐓘𐓩𐓘͘𐓤𐓪𐓟	ánąąhkoe
flour	𐓷𐓘𐓲𐓶𐓟𐓸𐓪, 𐓷𐓘𐓲𐓶𐓟	wacúexo, wacúe
flow (verb)	𐓮𐓰𐓪𐓷𐓟	stówe
flower	𐓧𐓘𐓮𐓤𐓘	laaská
flower on a tree	𐓻𐓘͘𐓧𐓘	žą́ąlaa
fluid	𐓩𐓣	níi
flute	𐓪𐓬𐓣𐓹𐓘͘	opíɣą
fly (noun)	𐓡𐓘͘𐓲𐓟𐓤𐓘	hą́hceka
fly (as birds do or in an airplane)	𐓤𐓣͘	kį́į
fly out in pieces: cause to - or splinter	𐓬𐓘𐓮𐓣𐓤𐓟	paasíke
foam up	𐓘𐓬𐓶𐓹𐓟	ápuɣe
fog	𐓣𐓤𐓣𐓯𐓪𐓲𐓟	íhkišoce
fog rising off standing water	𐓪𐓬'𐓘͘𐓵𐓘	opˀą́ða
follow	𐓣𐓟 𐓪𐓬𐓯𐓟, 𐓪𐓬𐓯𐓟	íe opšé, opšé
following (adverb)	𐓘𐓤𐓣𐓡𐓘	áhkiha
following (pronoun, adjective), the following one	𐓪𐓤𐓸𐓘͘	okxą́
following: go	𐓪𐓵𐓘𐓡𐓘𐓵𐓟	oðáhaaðee
Follows-the-Sun (an Eagle clan name)	𐓨𐓣͘𐓣𐓯𐓟𐓲𐓣𐓟	mį́íšechie
food	𐓪𐓩𐓪͘𐓜𐓟	ónǫbre
food: sweet ~	𐓷𐓘𐓮𐓤𐓶𐓟	waskúe
food bag	𐓷𐓘𐓩𐓪͘𐓜𐓟𐓪𐓻𐓶	wánǫbréoožú
food taken from home from a feast	𐓪𐓵𐓘𐓯𐓲𐓟	óðaašce
fool someone	𐓵𐓣𐓡𐓣𐓲𐓟, 𐓨𐓘͘𐓹𐓣𐓵𐓟	ðiihíce, mąɣíðe
fool someone	𐓷𐓘𐓵𐓣𐓡𐓪𐓰𐓘	wáðihota
foolish acts	𐓲'𐓟𐓤𐓘 𐓪𐓤ˀ𐓘͘	cˀéka ókˀą
foot	𐓮𐓣	síi
foot: by ~	𐓩𐓘͘-	nąą-
footprint	𐓯𐓘𐓤𐓟	šáake
