Note: This is the same as the other Osage dictionary on file, but with indications of tone, vowel-length and aspiration/preaspiration.

a, an	𐓷𐓣͘, 𐓷𐓣͘𐓸𐓲𐓟	wį, wįxce
cream.	𐓬𐓘̄𐓺𐓟́𐓩𐓣̄ 𐓷𐓟́𐓧𐓣	paazénii wéli
cream (for applying to a surface to make it smooth).	𐓮𐓰𐓘́𐓵𐓟	stáðe
creek.	𐓤𐓘́𐓸𐓘	káxa
creek: small ~.	𐓤𐓘́𐓸𐓘 𐓻𐓣͘	káxa žį
Creek Indians.	𐓨𐓶𐓮𐓤𐓪́𐓤𐓟	muskóke
crescent moon.	𐓨𐓣̋͘𐓪͘𐓬𐓘 𐓘𐓵𐓣𐓤𐓟𐓻𐓟	mį́įǫpa aðikeže
crestfallen.	𐓤𐓣́𐓺𐓪𐓻𐓣	kízoži
cricket.	𐓱𐓘́𐓱𐓘𐓺𐓟	htáhtaze
crier.	𐓣́𐓟𐓤𐓣𐓟, 𐓷𐓘𐓲𐓣́𐓬𐓸𐓚	íekie, wacípxaį
Crippled Hawk (personal name).	𐓻𐓟𐓤𐓘́𐓸𐓪͘ 𐓧𐓟𐓰𐓪́͘	žekáxǫ letǫ́
crockery.	𐓡𐓣̋͘𐓲𐓟	hį́įce
crone.	𐓷𐓘𐓤'𐓪́𐓻𐓣͘	wakˀóžį
crooked.	𐓲'𐓣͘š𐓘, 𐓬𐓘̄𐓲'𐓣́͘	cˀįša, paacˀį́
crooked (referring to a human body).	𐓲'𐓣́͘𐓸𐓘	cˀį́xa
crop: wheat ~.	𐓷𐓘𐓬𐓪́š𐓤𐓟 𐓪́𐓷𐓟	wapóške ówe
cross (adjective).	𐓪́𐓤'𐓘͘ 𐓭𐓣̋𐓻𐓣	ókˀą hpíiži
cross (noun).	𐓲'𐓘̋𐓻𐓣	cˀáaži
cross (verb).	𐓘́𐓵𐓶̄𐓱𐓘 𐓵𐓟̋	áðuuhta ðée
crow (noun).	𐓥𐓘́𐓹𐓟	hkáɣe
crowd: help to make a bit of a ~.	𐓷𐓟́𐓡𐓶̄𐓻𐓣͘	wéhuužį
crowd: make a ~.	𐓷𐓟́𐓡𐓶̄, 𐓷𐓟́𐓡𐓶̄𐓤𐓪͘𐓣͘	wéhuu, wéhuukǫį
crowd someone	𐓪𐓥𐓘́𐓵𐓣͘𐓤𐓟	ohkáðįke
crucifix.	𐓲'𐓘̋𐓻𐓣́	cˀáaží
crumbly: bread that is ~ (i.e., crackers).	𐓷𐓘𐓲𐓶́𐓟 𐓸𐓶́𐓹𐓘	wacúe xúɣa
crutch.	𐓣̋𐓮𐓘	íisa
cry (intransitive).	𐓹𐓘̄𐓤𐓟́	ɣaaké
cry for.	𐓘́𐓹𐓘̄𐓤𐓟	áɣaake
cub (of any species of bear).	𐓷𐓘𐓮𐓘́𐓬𐓟𐓻𐓣͘	wasápežį
cucumber.	𐓥𐓪𐓥𐓪́𐓨𐓘	hkohkóma
culmination of.	𐓪́-	ó-
cunning.	𐓩𐓘͘𐓧𐓪̋͘𐓡𐓘	nąlǫ́ǫha
cup.	𐓳𐓟́𐓡𐓟𐓮𐓤𐓘, 𐓳𐓟́𐓡𐓟𐓻𐓣͘, 𐓨𐓘͘𐓥𐓘́𐓮𐓘𐓣𐓪̄𐓻𐓶́,𐓪̄𐓻𐓶́	hcéheska, hcéhežį, mąhkásaioožú,oožú
curb motion.	𐓪𐓵𐓣̋𐓰𐓘͘	oðíitą
curl (as a person/s hair).	𐓵𐓶̄𐓥𐓣́𐓥𐓣͘	ðuuhkíhkį
curly.	𐓥𐓣́𐓥𐓣͘𐓩𐓣͘	hkíhkįnį
currency (paper).	𐓱𐓘𐓩𐓘́͘𐓤'𐓘 𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘	htaną́kˀa mą́zeska
curry the mane or coat of an animal.	𐓤𐓘̋𐓬š𐓟, 𐓤𐓣́𐓬š𐓟, 𐓷𐓘́𐓤𐓘̄𐓬š𐓟	káapše, kípše, wákaapše
curse (noun).	𐓣́𐓟 𐓭𐓣̋𐓻𐓣	íe hpíiži
curse (verb).	𐓧𐓪̋͘	lǫ́ǫ
curse over and over.	𐓧𐓪̋͘𐓧𐓪̄͘	lǫ́ǫlǫǫ
curse someone	𐓥𐓣𐓧𐓘̋𐓻𐓪𐓻𐓣, 𐓤𐓣𐓧𐓪́͘𐓻𐓟	hkiláažoži, kilǫ́že
curses.	𐓣́𐓟 𐓪𐓤𐓘̄𐓹𐓠́𐓤𐓟	íe okaaɣéįke
curve (noun).	𐓤𐓪š𐓘	koša
curved.	𐓲'𐓣͘š𐓘	cˀįša
curved stick used to play kasini (shinny).	𐓪𐓥𐓣́𐓲𐓟	ohkíce
cushion to sit on (as for a sofa, chair, or other seat).	𐓷𐓘́𐓤𐓘š𐓰𐓪͘	wákaštǫ
custom.	𐓪́𐓤'𐓘͘	ókˀą
customarily.	𐓩𐓘͘	ną
cut (adjective).	𐓻𐓘́𐓱𐓘	žáhta
cut (nounoun).	𐓷𐓘́𐓬𐓘̄𐓮𐓟	wápaase
cut (verb).	𐓤𐓘̄𐓮𐓟́, 𐓬𐓘̄𐓮𐓟́, -𐓮𐓟, 𐓷𐓘́𐓬𐓘̄𐓮𐓟	kaasé, paasé, -se, wápaase
cut: one who ~s things up.	𐓷𐓘𐓬𐓘́𐓮𐓟	wapáse
cut (e.g., with an axe, lawnmower, or knife).	𐓤𐓘̄𐓮𐓟́	kaasé
cut (e.g., with scissors).	𐓵𐓶̄𐓮𐓟́	ðuusé
cut a hole in by pushing.	𐓪𐓬𐓘́𐓤'𐓪	opákˀo
cut into pieces (e.g., a cake).	𐓬𐓘̄𐓮𐓟́	paasé
cut meat (e.g., slice meat for barbecue).	𐓷𐓘𐓤𐓘́𐓣	wakái
cut off.	𐓬𐓘̄𐓮𐓟́	paasé
cut something for someone	𐓤𐓣́𐓮𐓟	kíse
cut something with something else by pushing down on the item being cut.	𐓣́𐓬𐓘̄𐓮𐓟	ípaase
cut the grass.	𐓨𐓘̄͘𐓡𐓣́͘ 𐓬𐓘̄𐓮𐓟́	mąąhį́ paasé
cut up (e.g., meat, potatoes).	𐓬𐓘̄𐓮𐓟́	paasé
cut up into slices (e.g., bananas, sausage, watermelon).	𐓬𐓘𐓮𐓲𐓟́	pascé
cut with.	𐓣́𐓤𐓘̄𐓮𐓟	íkaase
cut with a sharp edge.	𐓬𐓘́𐓮𐓟	páse
cutthroat.	𐓭𐓘́𐓬𐓘𐓸𐓪͘	hpápaxǫ
cutting, cut (nounoun).	𐓷𐓘́𐓬𐓘̄𐓮𐓟	wápaase
cutting: by ~.	𐓬𐓘́-	pá-
cyclone.	𐓱𐓘̄𐓲𐓟́ 𐓪́𐓡𐓟𐓮𐓘𐓻𐓣	htaacé óhesaži
daily.	𐓡𐓘̋͘𐓬𐓘 𐓺𐓘̋𐓩𐓣	hą́ąpa záani
damage one's reputation or standing by doing something inappropriate.	𐓣́𐓧𐓘𐓩𐓘͘	ílaną
damaging.	𐓷𐓟́𐓭𐓣̄𐓻𐓣	wéhpiiži
damp.	𐓰𐓪̄𐓥𐓘́	toohká
dance (nounoun, verb).	𐓷𐓘̄𐓴𐓣́	waachí
dance: he duska ~ (name of a Ponca dance).	𐓡𐓟́ 𐓵𐓶́š𐓤𐓘	hé ðúška
dance: mourning ~.	𐓷𐓘š𐓘́𐓬𐓟 𐓘𐓵𐓣͘	wašápe aðį
dance: night ~.	𐓭𐓘́𐓺𐓟 𐓷𐓘̄𐓴𐓣́	hpáze waachí
dance: soldier ~.	𐓘́𐓥𐓣𐓰𐓘𐓩𐓘̋͘𐓻𐓣͘ 𐓷𐓘̄𐓴𐓣́	áhkitaną́ąžį waachí
dance: solo ~ by one who has been in a war.	𐓷𐓘š𐓪́š𐓟 𐓘𐓴𐓣́ 𐓩𐓘̄͘𐓻𐓣͘	wašóše achí nąąžį
dance arbor.	𐓘́𐓳𐓣𐓱𐓘͘	áhcihtą
dance for.	𐓘́𐓷𐓘̄𐓴𐓣	áwaachi
dance place or location.	𐓪́𐓷𐓘̄𐓴𐓣	ówaachi
dances: ~ (war dances or ceremonial dances of the Osages).	𐓣𐓧𐓪̋͘š𐓤𐓘	ilǫ́ǫška
dancing songs: sing ~, singers of dancing songs.	𐓸𐓪́𐓥𐓘	xóhka
dare not: I ~.	𐓘́͘𐓻𐓪͘ 𐓵𐓣͘𐓤𐓟́	ą́žǫ ðįké
dark.	𐓡𐓘́͘𐓣͘𐓩𐓣͘	hą́įnį
dark: become or get ~.	𐓡𐓘̋͘𐓩𐓘𐓭𐓘𐓺𐓟́	hą́ąnahpazé
dark (in color).	š𐓘́𐓬𐓟	šápe
dark night.	𐓡𐓘̋͘𐓩𐓘𐓭𐓘𐓺𐓟́	hą́ąnahpazé
darken.	𐓡𐓘̋͘𐓩𐓘𐓭𐓘𐓺𐓟́	hą́ąnahpazé
darkened.	š𐓘́𐓬𐓟	šápe
darkness.	𐓡𐓘́͘𐓣͘𐓩𐓣͘	hą́įnį
darkness of night.	𐓡𐓘̋͘𐓩𐓘𐓭𐓘𐓺𐓟́	hą́ąnahpazé
date (be in a courtship with).	𐓻𐓪́𐓧𐓟	žóle
dative prefix.	𐓤𐓣-	ki-
daughter: babe ~.	𐓘𐓮𐓣́𐓭𐓘	asíhpa
daughter: first (eldest) ~.	𐓨𐓣̋𐓩𐓘, 𐓷𐓘𐓤'𐓪́𐓭𐓘, 𐓷𐓘𐓤'𐓪́𐓱𐓘͘	míina, wakˀóhpa, wakˀóhtą
daughter: fourth ~ (or subsequent daughter).	𐓘𐓮𐓣́𐓻𐓣͘	asížį
daughter: second ~.	𐓷𐓣𐓡𐓟́	wihé
daughter: third ~.	𐓘𐓮𐓣́͘𐓤𐓘	asį́ka
daughter (without reference to age)		
my daughter	𐓷𐓣𐓻𐓪́͘𐓤𐓟	wižǫ́ke
your daughter	𐓵𐓣𐓻𐓪́͘𐓤𐓟	ðižǫ́ke
his/her daughter	𐓣𐓻𐓪́͘𐓤𐓟	ižǫ́ke
daughter-in-law		
my daughter-in-law	𐓷𐓣𐓳𐓣́𐓩𐓣	wihcíni
your daughter-in-law	𐓵𐓣𐓳𐓣́𐓩𐓣	ðihcíni
his/her daughter in law	𐓣𐓳𐓣́𐓩𐓣	ihcíni
daughter name: second ~ (hcizo clan).	𐓟̄𐓩𐓘́͘𐓰𐓪͘𐓣͘𐓬𐓟	eeną́tǫįpe
dawn.	𐓡𐓪̋͘𐓬𐓘𐓡𐓶, 𐓨𐓣̋͘𐓡𐓶𐓵𐓟	hǫ́ǫpahu, mį́įhuðe
day.	𐓡𐓘̋͘𐓬𐓘	hą́ąpa
day: a ~ or two.	𐓡𐓪̋͘𐓬𐓘 𐓷𐓣́͘𐓸𐓲𐓣 𐓵𐓪̄͘𐓬𐓘́ 𐓱𐓘 š𐓤𐓣	hǫ́ǫpa wį́xci ðǫǫpá hta ški
day: last ~.	𐓡𐓘̋͘𐓬𐓘 𐓪𐓵𐓪́𐓡𐓘𐓤𐓟	hą́ąpa oðóhake
day: this ~ some time back, this day back in time.	𐓡𐓪͘𐓬𐓘́𐓣 𐓡𐓘š𐓣́𐓱𐓘	hǫpái hašíhta
day after tomorrow.	𐓤𐓘̄𐓮𐓣́͘ 𐓤𐓪̄𐓰𐓘́𐓡𐓘	kaasį́ kootáha
day before yesterday.	𐓡𐓘̋͘𐓬𐓘 𐓤𐓪̄𐓰𐓘́𐓡𐓘 𐓲𐓟, 𐓮𐓣𐓰𐓪́͘𐓣͘ 𐓤𐓪̄𐓰𐓘̋𐓡𐓘 𐓲𐓟	hą́ąpa kootáha ce, sitǫ́į kootáaha ce
daybreak.	𐓡𐓪̋͘𐓬𐓘𐓡𐓶, 𐓨𐓣̋͘𐓡𐓶𐓵𐓟	hǫ́ǫpahu, mį́įhuðe
daylight, daylight: be ~.	𐓡𐓪̋͘𐓬𐓘𐓡𐓶, 𐓡𐓪̋͘𐓬𐓘𐓮𐓤𐓘𐓡𐓘	hǫ́ǫpahu, hǫ́ǫpaskaha
Daylight Approaches, It's Coming Daylight (personal name).	𐓡𐓪̋͘𐓬𐓘𐓡𐓶	hǫ́ǫpahu
days to come: in ~.	𐓣𐓱𐓪́͘𐓣͘ 𐓵𐓟́𐓡𐓘	ihtǫ́į ðéha
dead: the ~.	𐓲'𐓟́	cˀé
dead (e.g. a vegetable).	𐓸𐓟́𐓤𐓘	xéka
dead person.	𐓲'𐓟́	cˀé
deaf.	𐓩𐓘̄͘𐓹𐓶́𐓲𐓟𐓸𐓟́𐓤𐓘	nąąɣúcexéka
deal with.	𐓵𐓶𐓳𐓟́𐓬𐓟	ðuhcépe
dear.	𐓪́𐓸𐓰𐓘	óxta
dear: hold each other ~.	𐓵𐓪́𐓰𐓘𐓥𐓣𐓵𐓟	ðótahkiðe
dear: make ~.	𐓪́𐓸𐓰𐓘𐓤𐓣𐓵𐓟	óxtakiðe
death.	𐓲'𐓟́, 𐓪́𐓸𐓣𐓵𐓘	cˀé, óxiða
death: be near ~.	𐓣́𐓭𐓣̄𐓻𐓣	íhpiiži
debt.	𐓷𐓟𐓶̋𐓺𐓟	weúuze
decade.	𐓪𐓨𐓘́͘𐓣͘𐓥𐓘 𐓧𐓟́𐓜𐓘͘ 𐓡𐓣́𐓟𐓩𐓘͘	omą́įhka lébrą híeną
deceitful: be ~ toward.	𐓵𐓣̄𐓡𐓣́𐓲𐓟	ðiihíce
deceive oneself.	𐓨𐓘͘𐓹𐓣́𐓥𐓣𐓵𐓟	mąɣíhkiðe
deceive someone	𐓵𐓣̄𐓡𐓣́𐓲𐓟, 𐓨𐓘͘𐓹𐓣́𐓵𐓟	ðiihíce, mąɣíðe
December.	𐓨𐓣̋͘𐓪͘𐓬𐓘 𐓘́𐓧𐓣̄͘ 𐓵𐓪̄͘𐓬𐓘́, 𐓨𐓣̋͘𐓪͘𐓬𐓘 𐓷𐓘𐓥𐓪́͘𐓰𐓘 𐓣𐓻𐓣́͘𐓤𐓟 𐓣̄𐓰𐓘́𐓟 𐓟́𐓤𐓣𐓰𐓸𐓘͘, 𐓷𐓘𐓮𐓘́𐓬𐓟 𐓣̄𐓰𐓘́𐓣𐓬𐓣	mį́įǫpa álįį ðǫǫpá, mį́įǫpa wahkǫ́ta ižį́ke iitáe ékitxą, wasápe iitáipi
decide.	𐓷𐓘𐓵𐓣́𐓧𐓘͘ 𐓤𐓘̋𐓹𐓟	waðílą káaɣe
decide for oneself.	𐓷𐓘𐓵𐓣́𐓧𐓘͘ 𐓥𐓣𐓥𐓘̋𐓹𐓟	waðílą hkihkáaɣe
deck of cards.	𐓱𐓘𐓩𐓘́͘𐓤'𐓘 𐓵𐓣̄𐓡𐓣́𐓲𐓟, 𐓱𐓘𐓩𐓘́͘𐓤'𐓘 𐓤'𐓪͘	htaną́kˀa ðiihíce, htaną́kˀa kˀǫ
declarative sentence-final marker.	𐓵𐓟	ðe
decomposed.	𐓰𐓪𐓻𐓘́𐓵𐓟	tožáðe
decrease (transitive).	𐓝𐓪̋𐓬𐓘 𐓟𐓤𐓪́͘ 𐓤𐓘̋𐓹𐓟	čóopa ekǫ́ káaɣe
deduce: I ~ that.	𐓮𐓤𐓘	ska
deed (act).	𐓪́𐓤'𐓘͘	ókˀą
deed (document).	𐓱𐓘𐓩𐓘́͘𐓤'𐓘	htaną́kˀa
deep.	š𐓤𐓪́𐓬𐓟	škópe
deer.	𐓱𐓘̋	htáa
deer: female ~.	𐓱𐓘̋ 𐓨𐓣̋͘𐓤𐓘	htáa mį́įka
deer: male ~.	𐓱𐓘̋ 𐓱𐓘́͘𐓤𐓘	htáa htą́ka
Deer clan.	𐓱𐓘̋𐓩𐓣𐓥𐓘́š𐓣	htáanihkáši
deer mating moon (October).	𐓱𐓘̋ 𐓥𐓣𐓵𐓣́𐓹𐓟𐓬𐓣	htáa hkiðíɣepi
deerskin.	𐓱𐓘̄𐓡𐓘̋	htaaháa
defeat others (in a game or contest).	𐓪́𐓡𐓣	óhi
defecate.	𐓻𐓟́	žé
define as.	𐓵𐓘̄𐓲𐓟́	ðaacé
deflated.	𐓰𐓪́𐓻𐓟	tóže
defraud someone	𐓨𐓘͘𐓹𐓣́𐓵𐓟	mąɣíðe
Delaware (tribe or tribal member).	𐓷𐓘́𐓬𐓘 𐓩𐓣́𐓥𐓘	wápa níhka
deliberate over.	𐓘́𐓷𐓘𐓵𐓣𐓧𐓘͘	áwaðilą
demented.	𐓲'𐓟́𐓤𐓘, 𐓬𐓸𐓘́𐓵𐓘𐓻𐓣	cˀéka, pxáðaži
demented person.	𐓬𐓸𐓘́𐓵𐓘𐓻𐓣, 𐓷𐓘𐓵𐓣́𐓧𐓘͘ 𐓟̄𐓤𐓪́͘ 𐓣͘𐓤𐓟́	pxáðaži, waðílą eekǫ́ įké
denude.	𐓵𐓶̄š𐓘̋𐓤𐓟, 𐓵𐓶̄š𐓘́𐓷𐓣͘, 𐓵𐓶̄š𐓰𐓘́	ðuušáake, ðuušáwį, ðuuštá
depart.	𐓘𐓵𐓟̋, 𐓪𐓤𐓘́𐓜𐓘	aðée, okábra
depend on.	𐓣́𐓤𐓣𐓩𐓘̄𐓻𐓣	íkinaaži
desire (verb).	𐓤𐓪́͘𐓵𐓘	kǫ́ða
despair (verb).	𐓥𐓣́𐓸𐓣𐓵𐓘	hkíxiða
despicable.	𐓣̄𐓮𐓟́𐓷𐓘𐓵𐓟	iiséwaðe
despise.	𐓣̋𐓮𐓣	íisi
despite: have one's way ~ something	𐓪́𐓵𐓘͘𐓻𐓣	óðąži
despite the odds.	𐓪́𐓵𐓘͘𐓻𐓣	óðąži
despondent.	𐓤𐓣́𐓺𐓪𐓻𐓣	kízoži
dessert.	𐓷𐓘𐓮𐓤𐓶́𐓟	waskúe
destructive.	𐓰𐓘̄𐓵𐓶́𐓭𐓣̄𐓻𐓣, 𐓷𐓟́𐓭𐓣̄𐓺𐓣̌𐓣	taaðúhpiiži, wéhpiizǐi
detain someone who is passing by.	𐓩𐓘̄͘𐓻𐓣́͘	nąąžį́
detect something (without getting full knowledge of it).	𐓪𐓬𐓟́𐓩𐓣	opéni
detergent.	𐓷𐓟́𐓬𐓶𐓤𐓸𐓘	wépukxa
detergent: dish ~.	𐓡𐓣̋͘𐓲𐓟 𐓣́𐓵𐓶̄𐓻𐓘 𐓷𐓟́𐓬𐓶𐓤𐓸𐓘	hį́įce íðuuža wépukxa
determinde.	𐓩𐓣́𐓥𐓘 𐓷𐓘𐓻𐓣́͘𐓱𐓘̄͘, 𐓷𐓘𐓻𐓣́͘ 𐓣𐓱𐓘	níhka wažį́htąą, wažį́ ihta
determinedly.	𐓷𐓘𐓻𐓣́͘ 𐓣𐓱𐓘	wažį́ ihta
determined person.	𐓩𐓣́𐓥𐓘 𐓷𐓘𐓻𐓣́͘𐓱𐓘̄͘	níhka wažį́htąą
detest.	𐓣̋𐓮𐓣	íisi
detestible.	𐓣̄š𐓟́𐓷𐓘𐓵𐓟	iišéwaðe
detour around something	𐓣́𐓵𐓣š𐓘͘𐓡𐓘	íðišąha
devil.	𐓲'𐓘́ 𐓱𐓘̋͘, 𐓣𐓧𐓪́͘𐓹𐓟	cˀá htą́ą, ilǫ́ɣe
devoid: be ~ of.	𐓵𐓣͘𐓤𐓟́	ðįké
devour.	𐓵𐓘̄𐓩𐓣̋͘	ðaanį́į
dew.	𐓸𐓟́𐓨𐓘͘𐓤𐓟	xémąke
Dhegiha.	𐓵𐓟̄𐓤𐓣́𐓡𐓘	ðeekíha
diabetes, suffer from diabetes.	𐓻𐓘̄͘𐓩𐓣́𐓟 𐓷𐓘𐓬𐓟𐓣́͘ 𐓡𐓶̄𐓤𐓪́͘𐓵𐓘 𐓪̋𐓻𐓶	žąąníe wapeį́ huukǫ́ða óožu
diamonds (suit in a deck of cards).	𐓬𐓟́ 𐓵𐓘𐓡𐓘	pé ðaha
diaper.	𐓡𐓣́𐓵𐓘𐓸𐓘, 𐓸𐓣́𐓵𐓘𐓸𐓘	híðaxa, xíðaxa
diaphragm.	𐓵𐓶́𐓷𐓟	ðúwe
dice (noun).	𐓤'𐓪́͘𐓮𐓶	kˀǫ́su
dice: play ~.	𐓤'𐓪́͘𐓮𐓶𐓤'𐓪́͘	kˀǫ́sukˀǫ́
dice by cutting over and over.	𐓬𐓘̄𐓮𐓘́𐓮𐓘	paasása
dice game.	𐓤'𐓪́͘𐓮𐓶𐓤'𐓪́͘	kˀǫ́sukˀǫ́
die (verb).	𐓲'𐓟́, 𐓸𐓣́𐓵𐓘	cˀé, xíða
die: make ~.	𐓲'𐓟́𐓵𐓟	cˀéðe
different.	𐓟̋𐓻𐓣	éeži
different kind: of a ~.	𐓟̋𐓻𐓣	éeži
different one: a ~.	𐓟́𐓻𐓣 𐓷𐓣͘	éži wį
different-looking.	𐓟́𐓻𐓣𐓸𐓲𐓣	éžixci
difficult.	𐓳𐓟́𐓸𐓣, 𐓮𐓘̄𐓤𐓣́, 𐓷𐓘𐓳𐓟́𐓸𐓣	hcéxi, saakí, wahcéxi
Difficult Female (name for a first daughter).	𐓨𐓣̄͘𐓳𐓟́𐓸𐓣	mįįhcéxi
dig, dig up.	𐓤'𐓟́	kˀé
dig (e.g., a grave).	𐓬𐓘̄𐓤'𐓪́	paakˀó
dime.	𐓷𐓘𐓵𐓘̋𐓷𐓘 𐓧𐓟́𐓜𐓘͘	waðáawa lébrą
diminish someone by slandering, maligning, or belittling him or her.	𐓥𐓣𐓧𐓘̋𐓻𐓪𐓻𐓣	hkiláažoži
dine.	𐓷𐓘𐓩𐓪́͘𐓜𐓟	wanǫ́bre
dine outdoors.	𐓘́š𐓣𐓱𐓘 𐓷𐓘𐓩𐓪́͘𐓜𐓟	ášihta wanǫ́bre
dingy.	š𐓪́𐓲𐓟	šóce
dinner (meal served at noon or in the evening).	𐓨𐓣̄͘𐓵𐓪́𐓱𐓘 𐓷𐓘𐓩𐓪́͘𐓜𐓟, 𐓪́𐓩𐓪͘r𐓟, 𐓷𐓘𐓩𐓪́͘𐓜𐓟	mįįðóhta wanǫ́bre, ónǫre, wanǫ́bre
dinner bell.	𐓣̋𐓤𐓘̄𐓱𐓘𐓨𐓘͘	íikaahtamą
dinnerware (e.g., a set of plates, cups, and bowls).	𐓳𐓟́𐓡𐓟𐓻𐓣͘	hcéhežį
dipper.	𐓩̌𐓣̋𐓵𐓘̄𐓱𐓘͘	ňíiðaahtą
direction: in a ~.	𐓡𐓘	ha
direction: in that ~.	𐓟̋ 𐓱𐓘́𐓡𐓘	ée htáha
direction: in the ~ of.	𐓟̋ 𐓱𐓘́𐓡𐓘, 𐓱𐓘, 𐓱𐓘́𐓡𐓘	ée htáha, hta, htáha
direction: in the other ~.	𐓘́𐓨𐓘͘𐓱𐓘𐓡𐓘	ámąhtaha
direction: that ~.	𐓟́𐓨𐓘͘𐓱𐓘	émąhta
dirt.	𐓨𐓘́͘𐓣͘𐓥𐓘	mą́įhka
dirt: cover with ~.	𐓘́𐓵𐓣𐓤'𐓪	áðikˀo
dirty (sick, evil).	𐓣́𐓺𐓣𐓺𐓣𐓤𐓟	ízizike
dirty (unclean).	𐓷𐓘́𐓤𐓘𐓧𐓘͘, 𐓷𐓘𐓮𐓶́𐓡𐓶𐓻𐓣	wákalą, wasúhuži
dirty something	𐓣́𐓺𐓣𐓺𐓣𐓤𐓟 𐓤𐓘̋𐓹𐓟	ízizike káaɣe
disagree, disagree with.	𐓣̄𐓩𐓘́͘𐓡𐓣𐓻𐓣	iiną́hiži
disallow.	𐓣́𐓻𐓪š𐓣	ížoši
disband.	𐓪𐓤𐓘́𐓜𐓘, 𐓬𐓘𐓩𐓘̋	okábra, panáa
discard (verb).	𐓪́͘𐓪͘𐓵𐓟	ǫ́ǫðe
discard someone or something	𐓪́͘𐓪͘𐓵𐓘	ǫ́ǫða
discern something	𐓣̋𐓤𐓣𐓵𐓟	íikiðe
disconsolate.	𐓤𐓣́𐓺𐓪𐓻𐓣	kízoži
discouraged: become ~.	𐓥𐓣́𐓸𐓣𐓵𐓘	hkíxiða
discover in part but not fully.	𐓪𐓬𐓟́𐓩𐓣	opéni
discover something	𐓣̋𐓤𐓣𐓵𐓟	íikiðe
discuss.	𐓣́𐓟, 𐓪́𐓣𐓟	íe, óie
disease: venereal ~.	𐓷𐓘́𐓲𐓣𐓩𐓣𐓟	wácinie
disgrace: be in ~.	𐓣́𐓧𐓘𐓩𐓘͘	ílaną
dish.	𐓳𐓟́𐓡𐓟𐓻𐓣͘, 𐓡𐓣̋͘𐓲𐓟	hcéhežį, hį́įce
dish: flat and wide ~.	𐓡𐓣̋͘𐓲𐓟 𐓜𐓘̄𐓤𐓘	hį́įce braaka
dish soap, dish detergent.	𐓡𐓣́͘𐓣͘𐓲𐓟 𐓣́𐓵𐓶̄𐓻𐓘 𐓷𐓟́𐓬𐓶𐓤𐓸𐓘	hį́įce íðuuža wépukxa
dish towel.	𐓡𐓣́͘𐓣͘𐓲𐓟 𐓣́𐓬𐓶𐓤𐓸𐓘	hį́įce ípukxa
dishes (e.g., a set of plates, cups, and bowls).	𐓳𐓟́𐓡𐓟𐓻𐓣͘	hcéhežį
disheveled.	𐓡𐓟́𐓸𐓬𐓘	héxpa
disinfect (e.g., a buffalo hide).	𐓵𐓶̄𐓷𐓘́𐓮𐓶	ðuuwásu
dislike.	𐓣̋𐓮𐓣	íisi
dislike something	𐓤𐓣𐓡𐓪́͘𐓪͘𐓻𐓣	kihǫ́ǫži
disliked.	𐓣̄𐓮𐓟́𐓷𐓘𐓵𐓟	iiséwaðe
disloyal person.	𐓷𐓘𐓷𐓣́͘𐓤š𐓘𐓻𐓣	wawį́kšaži
dismissed (as at the end of a school day): be ~.	𐓬𐓘𐓩𐓘̋	panáa
dismount from (e.g., a horse).	𐓪𐓷𐓣́𐓮𐓣, 𐓷𐓣́𐓮𐓣	owísi, wísi
disobey.	𐓪𐓬š𐓘́𐓻𐓣	opšáži
dispatch (verb).	𐓵𐓟̋ 𐓤𐓘̋𐓹𐓟	ðée káaɣe
disperse (transitive, intransitive).	𐓪𐓤𐓘́𐓜𐓘	okábra
dispirited.	𐓤𐓣́𐓺𐓪𐓻𐓣	kízoži
display (multiple items) on top of something else.	𐓘́𐓻𐓶	ážu
disposition: having a bad ~.	𐓪́𐓤'𐓘͘ 𐓭𐓣̋𐓻𐓣	ókˀą hpíiži
disregard.	𐓪́𐓵𐓘̄͘𐓲𐓟š𐓣 𐓵𐓣͘𐓤𐓟́	óðąąceši ðįké
disrespectful.	𐓷𐓘𐓤𐓘̄𐓲'𐓘́𐓣𐓻𐓣	wakaacˀáiži
dissect.	𐓭𐓘́𐓲𐓟	hpáce
distant: be ~ (e.g., an estranged married couple).	𐓤𐓣́𐓵𐓘𐓡𐓘𐓬𐓘	kíðahapa
distant (in space).	𐓷𐓟́𐓡𐓣𐓲𐓟	wéhice
distant in space or time.	𐓤𐓪̄𐓰𐓚́𐓤𐓟	kootáįke
distinct.	𐓪𐓥𐓘́͘𐓲𐓣	ohką́ci
distant: make ~.	𐓷𐓘́𐓵𐓘̄𐓮𐓤𐓘	wáðaaska
distracted: be ~ by problems or sickness.	𐓪́𐓤𐓘š𐓟	ókaše
distraught: be ~ from.	𐓣́𐓭𐓣̄𐓻𐓣	íhpiiži
disturbance.	𐓪̋𐓴𐓣𐓻𐓟	óochiže
disuse (verb).	𐓪́𐓵𐓘̄͘𐓲𐓟š𐓣 𐓵𐓣͘𐓤𐓟́	óðąąceši ðįké
ditch.	𐓪́𐓸𐓟	óxe
ditch: small ~ around tipi for drainage.	𐓩𐓘́͘𐓲𐓟𐓘𐓡𐓘	ną́ceaha
